transaction_id,user_id,amount,timestamp,location,device_type,merchant_category,is_fraud
TXN_000468,USR_0412,13.54,2026-03-02 10:48:53,"Tokyo, JP",Mobile,Grocery,0
TXN_006183,USR_0368,37.5,2026-01-15 08:47:39,"Paris, FR",POS,Retail,0
TXN_007311,USR_0066,188.28,2026-03-28 15:14:38,"Tokyo, JP",Desktop,Electronics,0
TXN_009013,USR_0084,34.15,2026-01-10 15:40:06,"New York, US",Mobile,Retail,0
TXN_000107,USR_0032,33.55,2026-01-27 14:53:26,"Paris, FR",POS,Electronics,0
TXN_007205,USR_0167,286.35,2026-03-05 11:02:54,"London, UK",Desktop,Retail,0
TXN_010597,USR_0120,23.56,2026-01-08 05:48:32,"New York, US",Desktop,Travel,0
TXN_006779,USR_0354,32.76,2026-01-24 05:57:26,"London, UK",POS,Grocery,0
TXN_005260,USR_0053,136.15,2026-03-04 11:42:35,"London, UK",POS,Retail,0
TXN_000412,USR_0294,60.7,2026-01-30 11:34:47,"New York, US",Mobile,Retail,0
TXN_005805,USR_0192,72.33,2026-03-09 21:25:25,"Paris, FR",Mobile,Grocery,0
TXN_010309,USR_0232,19.6,2026-02-10 11:47:44,Online,Desktop,Electronics,0
TXN_010146,USR_0380,27.79,2026-03-16 05:54:13,"Paris, FR",Mobile,Grocery,0
TXN_003468,USR_0374,13.68,2026-01-30 00:42:53,Online,Desktop,Electronics,0
TXN_009194,USR_0313,28.18,2026-01-22 05:01:26,"London, UK",Mobile,Grocery,0
TXN_005667,USR_0161,4.04,2026-03-31 10:02:32,Online,POS,Travel,0
TXN_010170,USR_0256,26.96,2026-03-02 14:18:40,Online,Desktop,Retail,0
TXN_009961,USR_0475,115.94,2026-03-18 12:41:58,"Paris, FR",Mobile,Retail,0
TXN_004094,USR_0035,35.82,2026-03-16 07:51:47,"New York, US",Mobile,Retail,0
TXN_006734,USR_0215,12.85,2026-02-25 19:36:53,"Tokyo, JP",Desktop,Retail,0
TXN_005145,USR_0083,9.45,2026-03-08 19:35:51,"New York, US",Desktop,Grocery,0
TXN_005713,USR_0086,41.83,2026-03-30 08:07:31,Online,POS,Grocery,0
TXN_006649,USR_0385,26.12,2026-03-25 13:46:49,Online,Mobile,Travel,0
TXN_009483,USR_0349,79.92,2026-02-16 09:49:45,"Tokyo, JP",POS,Grocery,0
TXN_009775,USR_0101,31.16,2026-03-08 10:46:50,"New York, US",Mobile,Travel,0
TXN_001863,USR_0271,99.57,2026-02-06 17:18:44,"London, UK",POS,Travel,0
TXN_011135,USR_0010,101.0,2026-03-14 11:06:35,Online,Mobile,Retail,0
TXN_009057,USR_0228,17.11,2026-01-08 08:20:43,"New York, US",POS,Retail,0
TXN_004834,USR_0077,103.31,2026-01-16 11:31:39,"Paris, FR",Mobile,Grocery,0
TXN_009628,USR_0484,14.22,2026-03-24 21:25:10,"New York, US",Desktop,Grocery,0
TXN_009022,USR_0252,73.47,2026-01-06 18:30:32,Online,POS,Electronics,0
TXN_008505,USR_0289,109.66,2026-03-20 13:30:41,"Tokyo, JP",Mobile,Retail,0
TXN_000030,USR_0476,95.31,2026-02-16 13:56:53,"Tokyo, JP",Mobile,Grocery,0
TXN_010155,USR_0379,50.84,2026-03-04 12:45:28,"London, UK",Desktop,Retail,0
TXN_011330,USR_0177,33.18,2026-02-24 08:54:53,"Paris, FR",POS,Retail,0
TXN_003932,USR_0471,31.45,2026-02-13 05:41:35,"Tokyo, JP",Desktop,Electronics,0
TXN_000569,USR_0296,72.66,2026-03-22 17:17:40,"Paris, FR",Desktop,Retail,0
TXN_005172,USR_0031,80.37,2026-03-28 23:17:51,"New York, US",Desktop,Retail,0
TXN_005408,USR_0491,80.79,2026-02-15 09:55:25,"Tokyo, JP",Mobile,Travel,0
TXN_001246,USR_0315,17.08,2026-03-24 08:06:58,"Paris, FR",POS,Grocery,0
TXN_005681,USR_0176,45.8,2026-01-24 20:58:12,"London, UK",Desktop,Retail,0
TXN_011458,USR_0416,4.47,2026-01-23 18:12:11,"London, UK",Desktop,Electronics,0
TXN_001459,USR_0018,43.84,2026-03-26 18:51:03,"London, UK",Desktop,Travel,0
TXN_007371,USR_0056,13.38,2026-03-29 14:20:42,Online,POS,Electronics,0
TXN_001836,USR_0338,16.24,2026-03-31 15:57:06,"Paris, FR",Desktop,Travel,0
TXN_000317,USR_0235,90.59,2026-01-09 09:07:53,"Paris, FR",POS,Travel,0
TXN_000109,USR_0386,61.91,2026-02-19 10:54:57,"Paris, FR",POS,Electronics,0
TXN_003119,USR_0073,15.71,2026-01-03 09:57:14,"Paris, FR",Desktop,Retail,0
TXN_009265,USR_0222,39.92,2026-01-16 15:00:09,Online,Desktop,Electronics,0
TXN_006881,USR_0219,7.34,2026-02-03 17:45:50,"London, UK",POS,Retail,0
TXN_009017,USR_0190,101.38,2026-01-04 20:28:01,Online,Desktop,Electronics,0
TXN_011679,USR_0488,3192.28,2026-01-09 22:24:12,"Moscow, RU",Mobile,Crypto,1
TXN_011736,USR_0181,999.0,2026-02-20 00:29:10,"Moscow, RU",Mobile,Electronics,1
TXN_007714,USR_0128,46.57,2026-03-16 07:35:14,"Tokyo, JP",POS,Retail,0
TXN_002665,USR_0332,68.23,2026-02-11 15:02:09,"London, UK",Mobile,Travel,0
TXN_002681,USR_0043,13.9,2026-01-13 11:45:25,"Tokyo, JP",POS,Grocery,0
TXN_008188,USR_0099,103.03,2026-01-28 11:18:45,"New York, US",Desktop,Grocery,0
TXN_003651,USR_0071,34.38,2026-01-21 11:48:07,"Paris, FR",Desktop,Travel,0
TXN_009955,USR_0228,46.72,2026-03-09 13:10:44,"Paris, FR",POS,Grocery,0
TXN_002587,USR_0248,40.83,2026-02-18 20:00:42,"New York, US",Desktop,Retail,0
TXN_008094,USR_0274,38.47,2026-01-09 12:38:19,"Tokyo, JP",Desktop,Grocery,0
TXN_008841,USR_0082,24.44,2026-02-27 17:11:47,"Tokyo, JP",POS,Retail,0
TXN_004851,USR_0121,118.47,2026-01-25 05:56:20,Online,Desktop,Grocery,0
TXN_004953,USR_0388,45.28,2026-02-05 15:10:29,"Paris, FR",Desktop,Grocery,0
TXN_007513,USR_0003,31.45,2026-02-25 13:04:43,Online,Desktop,Electronics,0
TXN_003345,USR_0350,107.88,2026-01-24 10:18:12,"New York, US",POS,Grocery,0
TXN_000974,USR_0267,100.45,2026-02-27 20:26:10,"London, UK",Mobile,Retail,0
TXN_004919,USR_0267,61.5,2026-02-23 17:51:33,"London, UK",Desktop,Electronics,0
TXN_009175,USR_0269,15.86,2026-01-09 16:05:56,"New York, US",Desktop,Grocery,0
TXN_008340,USR_0102,43.22,2026-03-03 20:36:57,"London, UK",Mobile,Electronics,0
TXN_003287,USR_0357,10.86,2026-02-14 06:59:22,"Paris, FR",POS,Electronics,0
TXN_004699,USR_0334,8.81,2026-02-02 15:56:49,Online,POS,Electronics,0
TXN_009377,USR_0162,36.92,2026-03-03 09:13:33,"Tokyo, JP",Mobile,Grocery,0
TXN_005913,USR_0128,25.35,2026-03-23 19:57:25,"London, UK",Desktop,Retail,0
TXN_001375,USR_0214,7.16,2026-02-28 12:58:04,"New York, US",Mobile,Grocery,0
TXN_010715,USR_0180,5.01,2026-01-16 12:31:15,"London, UK",Desktop,Travel,0
TXN_008877,USR_0084,18.79,2026-02-14 20:20:14,"London, UK",Mobile,Grocery,0
TXN_010428,USR_0420,64.89,2026-02-18 06:56:53,"London, UK",Desktop,Retail,0
TXN_011852,USR_0363,5000.0,2026-03-21 23:10:08,Online,ATM,Electronics,1
TXN_000011,USR_0438,12.03,2026-01-30 10:55:06,"Paris, FR",Desktop,Retail,0
TXN_004794,USR_0176,67.35,2026-02-23 18:08:12,"New York, US",Mobile,Travel,0
TXN_002440,USR_0124,10.45,2026-03-13 20:25:24,"Paris, FR",POS,Retail,0
TXN_001427,USR_0200,47.82,2026-02-11 15:36:06,"Paris, FR",Mobile,Electronics,0
TXN_009694,USR_0051,26.27,2026-02-03 16:14:43,"Paris, FR",POS,Grocery,0
TXN_006054,USR_0118,25.08,2026-02-24 10:19:06,"London, UK",Mobile,Grocery,0
TXN_009574,USR_0180,34.54,2026-01-11 19:40:33,"London, UK",Desktop,Retail,0
TXN_000719,USR_0449,4.51,2026-01-26 10:53:03,"London, UK",Mobile,Retail,0
TXN_004534,USR_0234,24.82,2026-01-27 10:11:03,"London, UK",Mobile,Electronics,0
TXN_010658,USR_0102,30.24,2026-02-02 16:10:29,Online,POS,Travel,0
TXN_005688,USR_0384,70.31,2026-02-27 09:50:59,"Tokyo, JP",Desktop,Retail,0
TXN_000736,USR_0461,86.2,2026-01-08 10:51:54,Online,Desktop,Electronics,0
TXN_006476,USR_0200,121.06,2026-03-17 13:59:45,Online,POS,Grocery,0
TXN_003525,USR_0268,6.08,2026-01-27 09:40:40,"Paris, FR",POS,Electronics,0
TXN_007890,USR_0333,9.31,2026-02-01 08:10:26,"Tokyo, JP",POS,Travel,0
TXN_002141,USR_0168,28.1,2026-03-17 10:24:15,Online,Mobile,Grocery,0
TXN_005158,USR_0187,48.99,2026-02-06 04:31:46,"New York, US",POS,Retail,0
TXN_004767,USR_0497,58.62,2026-02-14 10:03:14,"Paris, FR",Mobile,Travel,0
TXN_000910,USR_0069,22.94,2026-02-02 06:30:49,"London, UK",Mobile,Grocery,0
TXN_004521,USR_0071,23.89,2026-02-15 11:38:08,"London, UK",POS,Retail,0
TXN_000497,USR_0119,19.06,2026-01-10 09:21:38,Online,POS,Retail,0
TXN_009587,USR_0173,67.15,2026-03-08 16:06:08,Online,Desktop,Retail,0
TXN_005305,USR_0458,75.7,2026-03-07 12:21:04,"London, UK",Desktop,Retail,0
TXN_011831,USR_0448,3527.96,2026-03-26 05:46:18,Online,ATM,Wire_Transfer,1
TXN_006877,USR_0072,4.72,2026-01-21 07:54:35,"London, UK",Mobile,Retail,0
TXN_001207,USR_0189,64.9,2026-01-15 07:37:30,"New York, US",Mobile,Electronics,0
TXN_007177,USR_0401,178.15,2026-03-03 13:23:14,"London, UK",Desktop,Grocery,0
TXN_004296,USR_0354,66.98,2026-02-14 16:32:46,Online,Desktop,Travel,0
TXN_007654,USR_0466,104.48,2026-03-03 18:07:23,"New York, US",Desktop,Grocery,0
TXN_001196,USR_0121,60.53,2026-02-25 05:44:37,"Paris, FR",POS,Grocery,0
TXN_011878,USR_0219,3328.64,2026-03-02 23:03:58,"Lagos, NG",Mobile,Electronics,1
TXN_005422,USR_0334,32.17,2026-04-01 19:27:08,"Tokyo, JP",POS,Travel,0
TXN_003856,USR_0385,10.21,2026-01-09 14:03:00,"Paris, FR",Desktop,Electronics,0
TXN_004415,USR_0045,12.17,2026-01-21 10:39:06,Online,Mobile,Travel,0
TXN_009183,USR_0263,27.61,2026-02-08 16:44:15,"New York, US",POS,Retail,0
TXN_011092,USR_0228,15.35,2026-01-11 00:36:29,"London, UK",Mobile,Retail,0
TXN_006429,USR_0392,15.77,2026-02-01 17:20:09,"Paris, FR",POS,Travel,0
TXN_000289,USR_0027,178.96,2026-03-22 17:41:21,"New York, US",Desktop,Grocery,0
TXN_002627,USR_0311,66.92,2026-03-17 07:24:03,"New York, US",Mobile,Electronics,0
TXN_008863,USR_0150,24.52,2026-03-07 17:18:15,Online,Mobile,Grocery,0
TXN_003685,USR_0404,59.08,2026-03-14 14:26:25,"New York, US",Desktop,Electronics,0
TXN_007972,USR_0251,68.43,2026-03-09 19:30:07,Online,POS,Retail,0
TXN_006951,USR_0028,125.9,2026-01-12 11:01:11,"Paris, FR",Desktop,Grocery,0
TXN_000389,USR_0447,25.66,2026-03-30 13:40:01,Online,Desktop,Grocery,0
TXN_000837,USR_0270,70.34,2026-01-29 15:11:33,"New York, US",POS,Retail,0
TXN_009024,USR_0340,152.94,2026-02-12 18:10:44,"London, UK",POS,Travel,0
TXN_003182,USR_0022,78.64,2026-01-18 16:15:32,Online,Desktop,Grocery,0
TXN_000281,USR_0159,58.94,2026-03-01 13:28:02,"New York, US",Desktop,Grocery,0
TXN_008114,USR_0117,29.65,2026-01-08 08:45:50,"Tokyo, JP",Mobile,Retail,0
TXN_004460,USR_0424,7.5,2026-03-17 14:39:38,"New York, US",Mobile,Grocery,0
TXN_006299,USR_0238,30.14,2026-01-05 13:51:48,"New York, US",Desktop,Electronics,0
TXN_005861,USR_0395,82.74,2026-03-16 10:27:28,"Paris, FR",POS,Retail,0
TXN_001113,USR_0233,95.21,2026-03-17 22:57:45,"London, UK",Desktop,Grocery,0
TXN_003799,USR_0198,11.65,2026-03-19 11:11:50,"New York, US",Mobile,Travel,0
TXN_011184,USR_0431,41.59,2026-01-21 08:32:29,Online,Desktop,Electronics,0
TXN_010042,USR_0101,64.38,2026-01-24 01:06:47,"New York, US",Mobile,Grocery,0
TXN_009855,USR_0450,173.53,2026-01-11 14:02:21,"New York, US",Mobile,Travel,0
TXN_004769,USR_0427,29.57,2026-03-21 16:47:53,Online,POS,Electronics,0
TXN_003422,USR_0422,20.14,2026-01-04 19:03:04,"Paris, FR",POS,Grocery,0
TXN_008694,USR_0061,19.71,2026-02-17 08:36:21,Online,Mobile,Grocery,0
TXN_000268,USR_0236,14.99,2026-01-10 06:55:20,Online,Desktop,Travel,0
TXN_001599,USR_0057,85.75,2026-01-16 11:23:36,"Tokyo, JP",Mobile,Travel,0
TXN_004930,USR_0297,63.88,2026-01-02 15:37:49,"Paris, FR",POS,Grocery,0
TXN_009564,USR_0180,24.52,2026-03-24 12:49:06,Online,POS,Retail,0
TXN_007170,USR_0075,30.35,2026-01-05 15:53:05,Online,Mobile,Grocery,0
TXN_011563,USR_0152,116.8,2026-01-12 16:30:57,"Tokyo, JP",Mobile,Grocery,0
TXN_002499,USR_0374,57.51,2026-02-24 04:38:25,Online,Mobile,Grocery,0
TXN_007434,USR_0001,102.13,2026-03-19 11:03:30,"London, UK",Mobile,Grocery,0
TXN_011222,USR_0125,40.65,2026-03-02 16:26:59,"London, UK",Mobile,Retail,0
TXN_003843,USR_0052,14.33,2026-03-01 13:49:32,"Paris, FR",Mobile,Travel,0
TXN_008730,USR_0416,210.38,2026-02-11 13:08:23,"Paris, FR",POS,Retail,0
TXN_001380,USR_0108,27.82,2026-01-17 17:05:27,"New York, US",Mobile,Grocery,0
TXN_009489,USR_0181,10.38,2026-02-26 05:35:28,Online,Mobile,Travel,0
TXN_010490,USR_0115,11.21,2026-02-01 11:58:22,Online,Mobile,Retail,0
TXN_000417,USR_0140,37.12,2026-01-25 12:51:07,"Tokyo, JP",Mobile,Electronics,0
TXN_005968,USR_0428,32.2,2026-01-07 16:02:50,"Paris, FR",Desktop,Grocery,0
TXN_006796,USR_0355,10.3,2026-03-20 12:31:58,"New York, US",Desktop,Grocery,0
TXN_001963,USR_0023,152.96,2026-01-17 10:12:26,Online,POS,Grocery,0
TXN_000621,USR_0397,9.07,2026-02-09 17:20:05,Online,Desktop,Grocery,0
TXN_001704,USR_0315,93.54,2026-01-09 06:10:32,"Paris, FR",POS,Travel,0
TXN_006293,USR_0378,78.28,2026-02-15 13:36:26,"Paris, FR",Desktop,Retail,0
TXN_011314,USR_0352,11.06,2026-01-26 01:50:22,"Paris, FR",Mobile,Retail,0
TXN_003129,USR_0319,11.52,2026-02-11 15:18:23,"New York, US",POS,Travel,0
TXN_004976,USR_0056,37.81,2026-01-24 12:07:59,Online,Mobile,Electronics,0
TXN_006274,USR_0485,5.89,2026-02-22 09:53:44,"London, UK",POS,Grocery,0
TXN_005953,USR_0266,132.04,2026-01-17 20:59:26,Online,Desktop,Grocery,0
TXN_005999,USR_0039,65.67,2026-02-04 14:47:42,Online,Desktop,Travel,0
TXN_009214,USR_0500,98.26,2026-01-01 14:30:19,"New York, US",POS,Retail,0
TXN_001191,USR_0229,48.25,2026-01-26 16:13:43,"Tokyo, JP",Desktop,Travel,0
TXN_009133,USR_0241,506.99,2026-02-16 09:00:32,"London, UK",POS,Retail,0
TXN_006361,USR_0192,7.96,2026-02-13 00:43:01,"Paris, FR",Mobile,Retail,0
TXN_004124,USR_0098,29.44,2026-03-29 06:28:31,"Tokyo, JP",POS,Electronics,0
TXN_003195,USR_0002,90.95,2026-02-25 11:03:04,"Tokyo, JP",POS,Travel,0
TXN_009076,USR_0104,519.69,2026-01-08 14:59:36,"Paris, FR",Mobile,Grocery,0
TXN_006349,USR_0446,28.4,2026-01-20 22:58:34,"London, UK",POS,Electronics,0
TXN_006287,USR_0043,54.96,2026-02-26 12:17:34,Online,Mobile,Retail,0
TXN_001507,USR_0236,77.34,2026-04-01 18:42:30,"Paris, FR",POS,Grocery,0
TXN_005517,USR_0368,14.78,2026-01-13 09:49:03,"Paris, FR",Mobile,Retail,0
TXN_010392,USR_0409,75.05,2026-03-30 21:35:54,"Paris, FR",Mobile,Retail,0
TXN_006612,USR_0059,65.33,2026-01-09 18:12:26,"Tokyo, JP",Mobile,Retail,0
TXN_004111,USR_0307,16.19,2026-01-20 09:22:06,Online,POS,Travel,0
TXN_008769,USR_0125,109.31,2026-01-02 16:52:46,"London, UK",Desktop,Retail,0
TXN_011528,USR_0416,21.48,2026-03-23 11:27:44,"Paris, FR",Desktop,Retail,0
TXN_011700,USR_0110,1392.78,2026-03-18 02:35:36,"Lagos, NG",ATM,Gaming,1
TXN_000795,USR_0228,121.72,2026-03-15 05:28:05,"Paris, FR",Desktop,Grocery,0
TXN_000731,USR_0423,111.4,2026-03-21 13:25:37,"New York, US",Mobile,Travel,0
TXN_007147,USR_0063,22.1,2026-03-13 09:27:32,"New York, US",POS,Grocery,0
TXN_006422,USR_0164,50.77,2026-02-13 09:31:49,"New York, US",Desktop,Grocery,0
TXN_006014,USR_0122,4.58,2026-03-30 15:04:11,"Tokyo, JP",POS,Travel,0
TXN_009893,USR_0488,155.85,2026-02-17 13:54:13,"Tokyo, JP",Mobile,Grocery,0
TXN_003781,USR_0363,26.11,2026-01-12 08:45:53,"London, UK",Desktop,Grocery,0
TXN_001746,USR_0432,50.38,2026-02-08 10:25:39,"London, UK",Desktop,Retail,0
TXN_010705,USR_0165,38.11,2026-02-05 12:23:13,Online,POS,Electronics,0
TXN_007515,USR_0240,7.35,2026-03-28 13:14:41,Online,Desktop,Electronics,0
TXN_006261,USR_0107,29.73,2026-03-30 15:03:00,"London, UK",Desktop,Grocery,0
TXN_011706,USR_0042,1493.33,2026-01-23 01:40:23,"Sydney, AU",Desktop,Crypto,1
TXN_004895,USR_0114,10.3,2026-03-17 02:16:57,"Paris, FR",Mobile,Retail,0
TXN_001200,USR_0065,12.25,2026-01-18 11:00:04,"New York, US",Mobile,Electronics,0
TXN_009676,USR_0185,30.77,2026-01-04 10:46:27,"Paris, FR",Desktop,Travel,0
TXN_005752,USR_0263,25.48,2026-03-24 00:01:45,"London, UK",POS,Travel,0
TXN_011200,USR_0235,45.97,2026-03-19 18:10:28,Online,Desktop,Retail,0
TXN_005406,USR_0064,19.89,2026-02-26 01:06:57,"Paris, FR",Desktop,Retail,0
TXN_009278,USR_0179,12.81,2026-04-01 09:17:01,"Paris, FR",POS,Grocery,0
TXN_001890,USR_0311,28.06,2026-03-10 13:32:13,"New York, US",POS,Grocery,0
TXN_011261,USR_0190,60.31,2026-02-26 15:09:54,"Tokyo, JP",Desktop,Retail,0
TXN_011619,USR_0278,4545.17,2026-02-07 22:00:32,Online,Mobile,Wire_Transfer,1
TXN_000033,USR_0136,16.83,2026-03-09 00:55:38,"Paris, FR",Mobile,Travel,0
TXN_008036,USR_0466,16.51,2026-01-10 16:27:22,"New York, US",Mobile,Electronics,0
TXN_007109,USR_0433,54.72,2026-03-29 21:59:27,Online,Desktop,Grocery,0
TXN_004964,USR_0417,32.49,2026-02-24 11:20:52,"Tokyo, JP",POS,Travel,0
TXN_006988,USR_0413,24.33,2026-01-08 07:51:11,"Paris, FR",Mobile,Retail,0
TXN_010657,USR_0126,43.87,2026-03-30 06:52:57,"Paris, FR",Mobile,Grocery,0
TXN_006085,USR_0268,13.95,2026-01-15 06:26:32,"Paris, FR",POS,Travel,0
TXN_010239,USR_0350,30.8,2026-01-15 16:13:51,"Paris, FR",Desktop,Retail,0
TXN_007499,USR_0339,131.65,2026-03-31 16:00:18,"Tokyo, JP",POS,Grocery,0
TXN_008098,USR_0298,17.46,2026-01-13 08:59:03,Online,POS,Grocery,0
TXN_008814,USR_0173,84.56,2026-02-03 16:56:06,Online,Mobile,Retail,0
TXN_008378,USR_0372,63.14,2026-02-01 20:55:27,"Paris, FR",Desktop,Grocery,0
TXN_003950,USR_0045,5.6,2026-02-13 21:11:48,"Paris, FR",POS,Retail,0
TXN_006866,USR_0429,22.36,2026-03-02 07:32:25,"New York, US",POS,Retail,0
TXN_008858,USR_0168,72.77,2026-02-05 15:23:02,Online,Mobile,Retail,0
TXN_003616,USR_0417,44.99,2026-02-06 05:23:33,"Tokyo, JP",Desktop,Grocery,0
TXN_011182,USR_0022,23.89,2026-01-27 07:34:18,Online,Desktop,Electronics,0
TXN_001487,USR_0049,134.74,2026-03-13 08:03:03,"Tokyo, JP",Mobile,Retail,0
TXN_000606,USR_0224,94.36,2026-01-31 16:03:15,"New York, US",Desktop,Grocery,0
TXN_011008,USR_0245,232.02,2026-01-20 19:36:40,"Paris, FR",Mobile,Electronics,0
TXN_006707,USR_0235,22.15,2026-01-29 10:19:31,"Paris, FR",Desktop,Grocery,0
TXN_001534,USR_0417,8.17,2026-03-20 20:23:44,"Paris, FR",Desktop,Grocery,0
TXN_005563,USR_0364,95.76,2026-03-17 19:41:37,Online,Mobile,Retail,0
TXN_009449,USR_0265,37.26,2026-02-23 17:54:05,"London, UK",Desktop,Retail,0
TXN_010387,USR_0186,102.65,2026-03-12 00:22:46,"Tokyo, JP",POS,Retail,0
TXN_006291,USR_0458,30.68,2026-01-29 16:23:44,"Tokyo, JP",POS,Grocery,0
TXN_003500,USR_0458,214.32,2026-03-07 11:52:36,"New York, US",Mobile,Retail,0
TXN_001331,USR_0117,3.84,2026-03-03 07:23:18,"New York, US",Mobile,Grocery,0
TXN_004790,USR_0351,21.21,2026-02-05 21:40:44,"New York, US",POS,Retail,0
TXN_000958,USR_0295,13.17,2026-03-29 17:14:52,"New York, US",POS,Grocery,0
TXN_003593,USR_0098,25.56,2026-02-24 16:59:22,Online,Desktop,Travel,0
TXN_005207,USR_0328,197.8,2026-03-20 15:54:25,"Tokyo, JP",Desktop,Grocery,0
TXN_006652,USR_0211,12.0,2026-01-03 14:09:34,"Paris, FR",Desktop,Electronics,0
TXN_009237,USR_0117,20.57,2026-02-06 04:31:24,"Tokyo, JP",Mobile,Grocery,0
TXN_011793,USR_0116,4775.8,2026-01-29 03:31:49,"Lagos, NG",Desktop,Wire_Transfer,1
TXN_001661,USR_0116,89.71,2026-03-30 20:27:04,"London, UK",Mobile,Retail,0
TXN_001027,USR_0303,40.98,2026-02-02 07:03:23,"London, UK",POS,Electronics,0
TXN_004437,USR_0262,4.78,2026-02-04 12:50:39,"Tokyo, JP",Desktop,Retail,0
TXN_010780,USR_0097,11.09,2026-01-26 20:18:25,"New York, US",POS,Retail,0
TXN_001248,USR_0398,33.76,2026-02-27 08:01:57,"Paris, FR",Mobile,Electronics,0
TXN_010496,USR_0138,123.64,2026-01-02 13:29:53,"Paris, FR",Desktop,Grocery,0
TXN_000656,USR_0113,46.01,2026-01-04 17:57:51,"Tokyo, JP",Mobile,Retail,0
TXN_000624,USR_0462,53.36,2026-03-11 06:48:50,"London, UK",Mobile,Grocery,0
TXN_008651,USR_0247,208.08,2026-03-17 23:35:48,"London, UK",Desktop,Travel,0
TXN_003394,USR_0207,40.22,2026-03-18 12:45:36,Online,POS,Retail,0
TXN_002200,USR_0408,24.0,2026-02-28 15:36:50,"Tokyo, JP",Desktop,Grocery,0
TXN_011640,USR_0257,5757.1,2026-02-12 05:04:28,"Lagos, NG",ATM,Electronics,1
TXN_009516,USR_0031,54.16,2026-03-05 19:18:04,"Paris, FR",Desktop,Electronics,0
TXN_010507,USR_0132,73.94,2026-03-17 10:00:16,"Paris, FR",Desktop,Grocery,0
TXN_010425,USR_0440,27.43,2026-03-22 12:40:10,"New York, US",POS,Travel,0
TXN_009167,USR_0356,44.23,2026-01-24 11:31:32,"Tokyo, JP",POS,Retail,0
TXN_008835,USR_0284,22.1,2026-02-02 10:11:32,"Tokyo, JP",Desktop,Grocery,0
TXN_002685,USR_0192,19.4,2026-03-26 15:09:37,"New York, US",POS,Retail,0
TXN_004247,USR_0100,33.51,2026-01-16 16:33:13,"Paris, FR",Mobile,Grocery,0
TXN_006511,USR_0295,9.19,2026-03-07 20:01:44,"New York, US",Mobile,Electronics,0
TXN_011534,USR_0290,18.89,2026-01-31 05:17:29,"Tokyo, JP",POS,Grocery,0
TXN_001747,USR_0092,93.85,2026-03-21 21:46:27,"Paris, FR",Desktop,Electronics,0
TXN_005039,USR_0282,17.13,2026-02-19 09:15:31,"London, UK",Desktop,Retail,0
TXN_003069,USR_0186,15.31,2026-01-07 09:02:54,"New York, US",Desktop,Grocery,0
TXN_002458,USR_0435,34.21,2026-02-10 06:57:45,"London, UK",POS,Electronics,0
TXN_010920,USR_0487,31.8,2026-01-05 18:00:09,"Paris, FR",Mobile,Retail,0
TXN_004688,USR_0489,27.9,2026-03-27 23:15:56,"New York, US",POS,Retail,0
TXN_000077,USR_0421,12.3,2026-01-30 04:14:01,"London, UK",Desktop,Grocery,0
TXN_004715,USR_0345,14.33,2026-02-03 14:17:17,"London, UK",Desktop,Travel,0
TXN_010227,USR_0192,62.77,2026-03-28 17:31:10,"London, UK",POS,Grocery,0
TXN_008930,USR_0277,22.33,2026-02-18 18:58:44,"Paris, FR",POS,Electronics,0
TXN_008521,USR_0329,47.68,2026-01-11 10:32:34,"Paris, FR",Desktop,Grocery,0
TXN_006311,USR_0452,14.02,2026-01-19 21:32:23,Online,POS,Travel,0
TXN_007584,USR_0343,111.04,2026-03-03 15:06:03,Online,Mobile,Retail,0
TXN_002261,USR_0183,30.6,2026-03-21 18:57:35,"London, UK",Mobile,Retail,0
TXN_001776,USR_0069,13.51,2026-02-12 19:11:40,"Tokyo, JP",POS,Retail,0
TXN_002789,USR_0336,33.22,2026-02-11 22:58:33,Online,POS,Electronics,0
TXN_000094,USR_0013,41.77,2026-01-06 19:15:30,Online,Mobile,Retail,0
TXN_005333,USR_0433,20.49,2026-01-22 11:30:50,"Paris, FR",Desktop,Retail,0
TXN_008169,USR_0178,8.71,2026-01-09 13:23:05,"Paris, FR",POS,Retail,0
TXN_004203,USR_0309,85.47,2026-01-08 15:01:53,Online,Mobile,Grocery,0
TXN_000715,USR_0374,34.26,2026-02-23 05:38:41,"New York, US",Mobile,Retail,0
TXN_001077,USR_0445,57.18,2026-03-25 11:24:14,"Paris, FR",POS,Electronics,0
TXN_006791,USR_0441,67.3,2026-03-12 11:03:18,"Tokyo, JP",Mobile,Grocery,0
TXN_009306,USR_0188,21.83,2026-03-02 08:32:47,"New York, US",Desktop,Grocery,0
TXN_008689,USR_0073,33.35,2026-02-06 12:25:27,"London, UK",Desktop,Retail,0
TXN_002016,USR_0121,11.4,2026-02-16 14:00:13,"New York, US",Desktop,Travel,0
TXN_001886,USR_0132,162.48,2026-01-05 20:05:07,Online,Desktop,Grocery,0
TXN_003545,USR_0352,9.88,2026-01-28 20:12:28,"London, UK",POS,Electronics,0
TXN_005480,USR_0186,19.08,2026-02-17 10:28:24,"Paris, FR",Mobile,Travel,0
TXN_008414,USR_0388,69.43,2026-02-16 10:50:30,"London, UK",Mobile,Travel,0
TXN_003426,USR_0322,15.32,2026-01-19 09:03:46,"Tokyo, JP",Mobile,Electronics,0
TXN_001489,USR_0415,44.55,2026-01-06 20:00:16,Online,POS,Retail,0
TXN_007368,USR_0332,50.94,2026-02-24 15:50:59,"Paris, FR",POS,Retail,0
