Transaction ID,Timestamp,Sender Account ID,Receiver Account ID,Amount,Type,Device ID,IP Address,Location,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Fraud Probability,Risk Score,Risk Level,Prediction,Decision Threshold,Model Classification
T9620,2025-01-03 19:23:00,A54557,B13846,6335.26,Withdrawal,D477,20.236.153.22,Florida,3483.08,1,1,1,0,0,0.979205,97.92,High,Suspicious,0.42,True Positive (Caught Fraud)
T7056,2025-01-01 08:42:59,A84095,B44511,8760.33,Transfer,D143,126.194.206.84,Florida,3723.11,1,0,0,0,0,0.978348,97.83,High,Suspicious,0.42,True Positive (Caught Fraud)
T7546,2025-01-03 17:00:00,A31797,B57278,8596.06,Withdrawal,D511,236.211.238.41,Florida,1461.23,1,0,0,0,0,0.978003,97.8,High,Suspicious,0.42,True Positive (Caught Fraud)
T4169,2025-01-03 13:36:36,A32462,B48377,8215.26,Transfer,D333,195.107.231.40,Florida,3094.68,1,0,0,0,0,0.97775,97.78,High,Suspicious,0.42,True Positive (Caught Fraud)
T6230,2025-01-03 13:49:02,A75772,B21721,8053.9,Transfer,D738,108.25.166.172,Texas,1595.5,1,0,0,0,0,0.976485,97.65,High,Suspicious,0.42,True Positive (Caught Fraud)
T7447,2025-01-05 11:19:10,A35710,B83212,9610.13,Transfer,D454,73.176.191.14,New York,4776.57,1,0,0,0,0,0.971953,97.2,High,Suspicious,0.42,True Positive (Caught Fraud)
T9267,2025-01-05 20:42:53,A67072,B52973,8094.42,Deposit,D421,74.249.209.126,Florida,1487.41,1,0,0,0,0,0.971631,97.16,High,Suspicious,0.42,True Positive (Caught Fraud)
T1193,2025-01-05 05:27:05,A86407,B35293,7521.04,Deposit,D564,195.114.177.103,California,1627.36,1,0,0,0,0,0.971094,97.11,High,Suspicious,0.42,True Positive (Caught Fraud)
T7149,2025-01-04 08:59:41,A86534,B84500,6583.35,Transfer,D809,29.204.71.182,New York,4162.62,1,1,1,0,0,0.970229,97.02,High,Suspicious,0.42,True Positive (Caught Fraud)
T3290,2025-01-01 09:36:34,A50077,B77657,4505.22,Withdrawal,D958,225.149.145.235,Florida,1696.46,1,0,1,1,0,0.969972,97.0,High,Suspicious,0.42,True Positive (Caught Fraud)
T6042,2025-01-06 21:41:39,A83177,B44409,4785.35,Deposit,D457,170.197.168.171,New York,2625.51,1,1,0,0,1,0.96692,96.69,High,Suspicious,0.42,True Positive (Caught Fraud)
T1085,2025-01-06 21:09:13,A86298,B10823,8111.37,Deposit,D287,197.178.255.41,Florida,3426.92,1,0,0,0,0,0.96668,96.67,High,Suspicious,0.42,True Positive (Caught Fraud)
T8782,2025-01-06 06:11:34,A19461,B52996,5327.66,Withdrawal,D476,237.232.181.13,Texas,3714.03,1,1,0,0,1,0.963729,96.37,High,Suspicious,0.42,True Positive (Caught Fraud)
T4001,2025-01-05 22:48:57,A54721,B14318,5741.99,Transfer,D343,67.77.145.74,Texas,3335.72,1,0,1,1,0,0.961515,96.15,High,Suspicious,0.42,True Positive (Caught Fraud)
T2304,2025-01-02 01:37:21,A47563,B36401,4686.95,Deposit,D550,238.103.120.154,California,2650.48,1,0,1,1,0,0.959132,95.91,High,Suspicious,0.42,True Positive (Caught Fraud)
T8544,2025-01-05 15:32:42,A49492,B88755,5650.34,Deposit,D303,72.155.90.109,Texas,4310.3,1,1,0,0,1,0.95427,95.43,High,Suspicious,0.42,True Positive (Caught Fraud)
T6675,2025-01-04 08:53:27,A65965,B26211,4107.47,Withdrawal,D369,30.81.254.22,Florida,1686.6,1,0,0,1,1,0.946546,94.65,High,Suspicious,0.42,True Positive (Caught Fraud)
T0597,2025-01-05 22:08:29,A35092,B39024,8071.52,Withdrawal,D597,6.143.211.92,Florida,4119.75,1,0,0,0,0,0.936337,93.63,High,Suspicious,0.42,True Positive (Caught Fraud)
T0163,2025-01-05 01:34:39,A41390,B60801,4370.8,Transfer,D687,0.104.202.43,Florida,3038.85,1,1,0,0,1,0.929334,92.93,High,Suspicious,0.42,True Positive (Caught Fraud)
T6125,2025-01-06 15:29:50,A52485,B18308,1933.95,Deposit,D167,144.91.179.137,Texas,1064.38,1,1,1,1,1,0.918299,91.83,High,Suspicious,0.42,True Positive (Caught Fraud)
T4212,2025-01-03 09:52:27,A39362,B79519,8359.62,Withdrawal,D350,226.159.41.56,Florida,4872.8,1,0,0,0,0,0.907789,90.78,High,Suspicious,0.42,True Positive (Caught Fraud)
T3341,2025-01-05 04:56:52,A14019,B30325,3373.84,Withdrawal,D324,9.191.118.218,California,1698.74,1,1,0,0,1,0.900588,90.06,High,Suspicious,0.42,True Positive (Caught Fraud)
T4906,2025-01-04 22:37:42,A86394,B42903,7237.77,Withdrawal,D320,127.194.63.218,Texas,1108.13,1,0,0,0,0,0.90041,90.04,High,Suspicious,0.42,True Positive (Caught Fraud)
T2338,2025-01-03 15:52:27,A44457,B89852,3425.22,Deposit,D691,154.136.14.31,New York,1837.12,1,1,0,0,1,0.890757,89.08,High,Suspicious,0.42,True Positive (Caught Fraud)
T8262,2025-01-04 15:55:27,A96009,B10503,4595.86,Deposit,D731,205.165.115.25,New York,3729.77,1,1,0,0,1,0.886235,88.62,High,Suspicious,0.42,True Positive (Caught Fraud)
T0775,2025-01-01 23:53:19,A39685,B66143,5686.15,Transfer,D108,116.1.124.226,Florida,2458.32,1,0,0,0,0,0.885423,88.54,High,Suspicious,0.42,True Positive (Caught Fraud)
T1874,2025-01-01 22:33:02,A98478,B54084,4964.25,Withdrawal,D251,111.169.209.85,California,4189.77,1,1,0,0,1,0.884593,88.46,High,Suspicious,0.42,True Positive (Caught Fraud)
T7647,2025-01-03 05:48:45,A48862,B35178,3322.4,Transfer,D891,1.242.208.78,Texas,2639.56,1,0,1,1,0,0.884578,88.46,High,Suspicious,0.42,True Positive (Caught Fraud)
T9825,2025-01-06 13:39:44,A12076,B91210,4557.04,Deposit,D901,156.19.251.9,New York,3500.61,1,0,0,1,1,0.884135,88.41,High,Suspicious,0.42,True Positive (Caught Fraud)
T0450,2025-01-02 13:21:48,A17194,B84335,3277.22,Withdrawal,D569,136.150.245.116,California,1802.63,1,1,0,0,1,0.874664,87.47,High,Suspicious,0.42,True Positive (Caught Fraud)
T9401,2025-01-04 12:42:42,A46784,B89870,7640.25,Withdrawal,D416,221.215.164.207,Florida,4726.07,1,0,0,0,0,0.85134,85.13,High,Suspicious,0.42,True Positive (Caught Fraud)
T3137,2025-01-03 05:45:10,A26766,B71417,3666.14,Deposit,D108,19.188.135.189,Florida,2840.52,1,1,0,0,1,0.844978,84.5,High,Suspicious,0.42,True Positive (Caught Fraud)
T2232,2025-01-05 06:08:59,A25775,B23336,4653.93,Withdrawal,D456,129.24.114.89,Florida,4226.39,1,1,1,0,0,0.841314,84.13,High,Suspicious,0.42,True Positive (Caught Fraud)
T6692,2025-01-02 10:57:09,A73083,B94320,3409.03,Deposit,D619,207.108.80.135,Florida,3027.95,1,0,1,1,0,0.839797,83.98,High,Suspicious,0.42,True Positive (Caught Fraud)
T6260,2025-01-04 19:28:37,A73220,B49585,4712.71,Deposit,D346,120.235.22.101,Florida,4209.05,1,1,0,0,1,0.838817,83.88,High,Suspicious,0.42,True Positive (Caught Fraud)
T1991,2025-01-01 18:52:37,A15409,B87918,1752.8,Deposit,D628,215.68.154.201,New York,1894.08,1,0,1,1,0,0.814223,81.42,High,Suspicious,0.42,True Positive (Caught Fraud)
T8436,2025-01-01 08:48:48,A97897,B54776,4038.27,Transfer,D181,214.160.42.210,Texas,3569.63,1,1,0,0,1,0.808895,80.89,High,Suspicious,0.42,True Positive (Caught Fraud)
T2500,2025-01-02 04:27:51,A77853,B92819,3039.93,Transfer,D353,67.70.79.114,Texas,1905.02,1,0,0,1,1,0.805135,80.51,High,Suspicious,0.42,True Positive (Caught Fraud)
T1375,2025-01-02 05:02:17,A14700,B11987,2718.52,Deposit,D227,190.225.204.245,New York,1607.42,1,1,0,0,1,0.803747,80.37,High,Suspicious,0.42,True Positive (Caught Fraud)
T8440,2025-01-01 00:06:30,A46509,B57284,3656.56,Transfer,D152,181.254.163.192,New York,3205.8,1,1,0,0,1,0.792988,79.3,High,Suspicious,0.42,True Positive (Caught Fraud)
T2868,2025-01-01 10:08:07,A65954,B79208,3022.41,Transfer,D747,60.146.118.183,Texas,2198.88,1,1,0,0,1,0.791991,79.2,High,Suspicious,0.42,True Positive (Caught Fraud)
T4741,2025-01-04 07:09:56,A69940,B20515,4897.7,Transfer,D952,134.235.34.11,Texas,4888.54,1,1,0,0,1,0.776161,77.62,High,Suspicious,0.42,True Positive (Caught Fraud)
T1230,2025-01-05 13:18:38,A77560,B58110,5252.54,Withdrawal,D994,50.22.233.25,Florida,3187.61,1,0,0,0,0,0.76709,76.71,High,Suspicious,0.42,True Positive (Caught Fraud)
T2268,2025-01-01 23:57:11,A25407,B10637,3898.05,Deposit,D767,74.186.24.123,California,3294.19,1,0,0,1,1,0.761823,76.18,High,Suspicious,0.42,True Positive (Caught Fraud)
T0842,2025-01-05 01:23:25,A66058,B31677,6078.63,Transfer,D683,121.225.243.66,New York,4083.86,1,0,0,0,0,0.752231,75.22,High,Suspicious,0.42,True Positive (Caught Fraud)
T5542,2025-01-01 21:10:53,A74315,B44623,3470.55,Transfer,D224,134.69.162.216,California,3015.54,1,1,0,0,1,0.745313,74.53,High,Suspicious,0.42,True Positive (Caught Fraud)
T0455,2025-01-04 09:21:30,A36183,B18657,3854.86,Transfer,D936,70.107.233.85,Texas,3843.49,1,0,0,1,1,0.646957,64.7,High,Suspicious,0.42,True Positive (Caught Fraud)
T8820,2025-01-04 03:17:00,A75552,B84232,2450.56,Transfer,D687,150.209.156.219,New York,2039.98,1,0,0,1,1,0.628953,62.9,High,Suspicious,0.42,True Positive (Caught Fraud)
T7991,2025-01-06 12:01:19,A35874,B73444,2235.48,Transfer,D265,176.241.149.164,Florida,1884.82,1,1,0,0,1,0.62804,62.8,High,Suspicious,0.42,True Positive (Caught Fraud)
T3020,2025-01-06 04:25:07,A88553,B82158,4970.53,Transfer,D886,223.202.9.93,Texas,3792.01,1,0,0,0,0,0.59937,59.94,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T5283,2025-01-02 15:16:05,A17919,B28073,5532.82,Withdrawal,D384,241.104.81.85,New York,4258.36,1,0,0,0,0,0.571279,57.13,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T7532,2025-01-04 20:55:17,A48533,B14700,2286.98,Transfer,D616,70.226.101.44,New York,2217.92,1,1,0,0,1,0.551011,55.1,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T0827,2025-01-03 13:09:44,A47528,B31125,4168.99,Deposit,D577,214.183.47.240,California,3279.62,1,0,0,0,0,0.542636,54.26,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T1790,2025-01-06 01:08:16,A56219,B73874,5577.16,Deposit,D789,100.159.195.103,Texas,4540.04,1,0,0,0,0,0.533924,53.39,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T9558,2025-01-01 19:42:14,A50711,B81587,2141.87,Withdrawal,D270,6.205.97.193,California,1922.31,1,0,0,1,1,0.517214,51.72,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T5054,2025-01-03 17:30:41,A12552,B42261,1544.95,Withdrawal,D605,186.234.69.75,New York,1328.36,1,1,0,0,1,0.513034,51.3,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T2014,2025-01-04 06:14:45,A17244,B92097,1333.43,Withdrawal,D693,173.44.236.245,Florida,1117.3,1,1,0,0,1,0.512752,51.28,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T5438,2025-01-06 19:15:04,A10908,B70659,3379.23,Transfer,D869,170.227.27.91,New York,2898.6,1,0,0,0,0,0.463127,46.31,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T6552,2025-01-04 22:38:06,A88038,B35594,5574.16,Withdrawal,D185,180.159.101.120,New York,4733.91,1,0,0,0,0,0.427696,42.77,Medium,Suspicious,0.42,True Positive (Caught Fraud)
T6165,2025-01-05 10:04:33,A25977,B75088,3081.05,Withdrawal,D897,250.181.115.113,Florida,2908.94,1,0,0,0,0,0.420428,42.04,Medium,Suspicious,0.42,True Positive (Caught Fraud)
