Amount,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
8724.39,3118.28,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7522.27,2726.99,0,1,0,1,0,19,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2320.61,1764.47,0,1,1,0,0,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
9847.43,4803.37,0,1,0,1,0,23,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5023.3,2789.58,0,1,0,1,0,23,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
9510.7,1471.14,1,1,0,0,0,15,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
5050.78,3457.46,0,1,0,0,0,12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4719.27,2400.61,0,1,0,1,0,20,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4491.94,4231.99,0,0,0,1,1,14,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3349.42,3181.86,0,1,0,1,0,17,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5337.48,1422.8,0,0,0,1,0,19,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4526.09,4002.42,0,1,0,1,0,18,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
368.43,2218.67,0,1,0,0,1,10,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2605.09,2632.98,0,1,0,1,0,8,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2132.01,4102.58,0,0,0,0,0,14,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8674.49,1425.81,0,1,0,1,0,15,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5989.1,4911.12,0,1,0,1,0,18,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
7637.07,3808.35,0,1,0,1,1,6,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9568.3,1770.38,0,1,0,1,0,16,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6440.75,1232.5,1,1,0,1,0,20,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9826.12,3178.14,0,1,0,1,0,11,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3118.33,2517.03,0,1,0,0,0,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1863.49,1118.02,0,0,0,0,0,23,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4033.7,3436.88,0,1,0,1,0,23,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4708.52,2234.99,0,1,0,1,0,11,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
8953.72,2287.93,0,1,0,0,0,5,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
5599.84,1648.69,0,1,0,1,1,22,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2922.52,1561.51,0,1,0,0,0,20,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7426.6,1577.37,0,1,0,1,0,8,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5058.81,4544.24,0,0,0,1,1,21,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1622.16,3132.31,0,1,0,1,0,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5768.62,2877.7,0,1,0,0,0,9,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
9114.03,3817.87,0,1,0,1,0,16,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8426.38,2279.07,0,1,0,0,0,19,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
5868.51,4288.9,0,0,0,0,0,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3771.45,1788.78,0,1,0,1,0,13,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
870.7,4210.65,1,0,0,1,0,13,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4697.02,1224.19,0,1,0,1,0,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7521.04,1627.36,0,0,0,0,0,5,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3603.38,4570.62,0,1,0,1,0,10,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2355.23,1436.03,1,1,0,1,1,7,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9313.87,1982.23,0,0,0,1,0,22,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8215.74,1170.79,0,1,0,1,0,11,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6383.12,3394.66,0,0,0,0,0,12,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1368.7,2310.84,0,1,0,1,0,5,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1449.94,3533.95,0,1,0,1,0,17,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1033.09,1343.12,0,0,0,0,0,17,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6163.35,2580.42,0,1,0,1,1,14,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1156.51,2486.71,0,1,0,1,0,14,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8426.43,3147.33,0,1,0,0,0,6,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9929.66,2180.13,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3664.12,4939.02,0,1,0,1,0,8,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4537.24,2264.12,0,1,0,1,0,11,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
7116.96,3785.48,0,1,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
9371.59,2465.2,0,1,0,0,0,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8941.04,3134.54,0,1,0,1,0,16,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
576.86,1906.67,0,1,0,1,1,7,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1691.55,1691.16,0,1,0,0,0,14,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7546.22,4889.57,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6889.24,3163.76,0,0,0,1,1,16,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1333.05,2843.25,0,1,0,1,0,23,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
5021.14,3566.29,0,1,0,1,1,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
7808.37,1893.81,0,1,0,1,0,19,6,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2188.59,4287.89,0,1,0,1,1,18,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8713.01,1992.94,0,1,0,0,0,9,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
530.66,3170.12,0,1,0,1,0,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
7822.17,1508.72,1,1,0,0,0,13,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6158.57,3298.26,0,1,0,1,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3152.68,2931.83,0,1,0,0,1,17,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7209.6,2122.59,0,1,0,1,0,10,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
7823.88,2230.1,0,1,0,1,0,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9339.06,1039.25,0,1,0,1,1,12,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3678.38,1109.27,0,0,0,1,0,11,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6860.48,3403.43,0,1,0,1,0,14,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
6026.56,3873.5,0,1,0,1,0,12,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5252.54,3187.61,0,0,0,0,0,13,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8904.27,1327.64,0,1,0,1,0,12,6,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
32.67,4763.48,0,1,0,1,0,13,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2821.83,3853.73,0,1,0,1,0,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5383.23,1949.5,0,1,0,1,0,14,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1783.75,3685.95,0,1,0,1,0,12,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9078.76,1445.83,0,1,0,1,0,8,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6476.3,4117.55,0,0,0,1,0,20,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4779.35,2923.7,0,0,0,1,0,18,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8147.2,2637.47,0,1,0,1,0,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4509.41,1036.59,0,1,0,1,0,20,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5586.97,3609.9,0,1,0,1,1,17,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28.51,4316.0,0,1,0,0,1,6,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3657.64,2153.19,0,0,0,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1388.77,1047.07,0,1,0,0,0,16,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6897.2,4101.27,0,1,0,1,0,20,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4790.79,3542.66,0,0,0,0,1,23,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3018.27,4107.55,0,0,0,1,0,14,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4678.86,3153.27,0,1,0,0,0,13,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2097.09,2843.78,0,1,0,1,0,5,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9250.94,1877.44,0,1,0,0,1,23,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
540.67,1315.35,0,1,0,1,0,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8654.3,2885.78,0,1,0,1,0,4,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5114.08,4473.59,0,1,0,1,1,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6189.85,1237.39,0,1,0,1,0,19,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3026.75,4956.38,0,1,0,1,0,18,6,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
9667.01,4787.97,0,0,0,1,1,8,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2819.23,3562.95,0,1,0,1,0,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5889.19,4656.84,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9934.17,3214.11,0,0,0,1,0,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
8811.06,2618.34,1,1,0,1,0,10,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5363.76,3286.76,0,1,0,1,0,22,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
9903.75,4506.22,0,1,0,1,0,12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7014.0,4830.08,0,1,0,1,0,21,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2087.8,4352.35,0,1,0,1,0,23,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
4056.56,1718.73,0,1,0,0,0,7,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3345.6,3366.95,0,0,0,1,0,15,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3440.79,2779.02,0,1,0,1,0,13,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7604.8,2925.06,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
5843.05,2712.95,0,1,0,0,0,20,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
381.89,1270.23,0,1,0,1,0,14,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
8774.61,4383.61,0,1,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2968.66,4913.47,0,1,0,1,1,14,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9970.75,1838.93,0,1,0,1,0,5,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9541.95,3487.82,0,0,0,1,0,20,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9405.37,3146.28,0,0,0,1,0,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8111.46,4585.98,0,1,0,1,0,2,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2206.91,3816.41,0,1,0,1,0,5,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
5326.79,3998.65,0,1,0,0,0,13,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2243.8,4807.62,0,1,0,1,1,7,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2597.49,3653.91,0,1,0,1,0,14,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6109.91,2814.23,0,0,0,0,0,6,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
409.29,1207.62,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9694.62,4625.46,0,1,0,1,0,9,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9186.81,3358.91,0,1,0,1,0,22,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3808.29,3729.27,0,1,0,1,1,10,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5154.71,3021.19,0,1,0,1,1,11,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4661.73,2574.49,0,0,0,0,0,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8822.12,3015.55,0,1,1,1,0,14,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6886.33,1194.02,0,1,0,1,0,22,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2781.83,4191.65,1,1,0,1,0,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4468.97,1631.88,0,1,0,1,0,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4290.23,2330.65,0,1,0,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
9593.39,1347.98,0,1,0,1,1,21,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1753.93,4279.79,0,1,0,1,1,10,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
896.67,1673.38,0,1,0,1,0,22,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8806.31,2595.68,0,1,0,1,0,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
8966.96,2661.91,0,1,0,0,0,20,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8717.52,2265.71,0,1,0,0,0,11,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5110.26,4440.5,0,1,0,0,0,4,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6597.78,4087.13,0,1,0,1,0,5,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
5634.07,3974.71,0,1,0,1,0,5,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
695.41,1900.47,0,1,0,1,0,12,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5958.75,1758.08,0,1,0,1,0,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
137.13,1986.38,0,1,0,0,1,13,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3250.55,2544.65,0,1,0,1,0,22,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9322.99,2915.03,0,1,0,1,0,11,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3041.15,2000.69,1,0,0,0,0,21,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9398.33,2831.05,0,1,0,1,0,21,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2502.09,1737.53,0,1,0,1,0,5,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3146.31,2075.81,0,0,0,1,0,7,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6284.45,2042.97,0,0,0,1,0,1,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7616.51,3908.48,0,1,0,1,0,21,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5014.38,2833.98,1,0,0,1,0,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
8821.27,3460.87,0,0,1,1,0,9,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
403.36,3677.23,0,0,0,0,1,20,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9222.03,1274.06,0,1,0,1,0,14,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1963.88,4179.35,0,1,0,0,0,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8842.5,2135.89,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4009.23,3039.01,0,1,0,1,0,8,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8327.74,2353.55,0,1,0,1,1,20,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
6716.98,4094.35,0,1,0,1,0,19,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1760.24,1913.03,0,1,0,0,0,10,6,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9180.56,4855.06,0,1,0,1,0,4,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2455.93,2600.49,0,1,0,0,1,22,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2442.16,3846.54,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8141.97,3565.79,0,1,0,1,0,21,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1059.63,3970.35,0,1,0,0,0,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2221.14,3204.28,0,1,0,1,0,13,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5037.27,2535.18,0,0,0,0,0,20,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8304.94,1718.37,0,1,0,1,0,10,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1475.69,3077.77,0,0,0,1,1,16,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5477.13,1243.43,0,1,0,0,1,20,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
7112.69,1235.3,0,1,0,0,0,16,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
8606.09,3453.57,0,1,0,1,0,21,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
9355.72,2921.96,0,1,0,1,0,2,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7846.61,3024.42,0,1,0,1,0,22,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6528.63,2274.78,0,0,0,0,0,3,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4336.77,4162.26,0,1,0,1,0,23,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1121.99,1804.74,0,1,0,0,0,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7097.66,3344.52,0,1,0,1,0,9,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9927.38,4441.91,0,1,0,0,0,12,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
7367.87,4336.28,0,1,0,0,0,11,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
168.09,1114.51,0,1,0,1,0,20,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4963.1,2115.94,0,1,0,1,0,10,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
6146.85,3858.93,0,1,0,0,0,12,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6897.05,3962.98,0,0,0,0,0,18,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7197.54,2930.98,0,1,0,0,0,13,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5581.53,1809.91,0,0,0,1,0,11,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2234.38,2116.0,0,1,0,1,0,7,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9422.06,4203.83,0,1,0,1,0,12,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6966.97,1768.64,0,1,0,1,0,20,6,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2369.16,4769.25,0,1,1,1,0,4,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3223.9,3003.47,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9219.35,2133.68,0,1,0,0,0,17,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8874.96,2558.46,0,1,1,1,0,15,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4052.06,2026.05,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
384.03,2537.34,0,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
485.93,1523.19,0,1,0,1,0,22,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2839.9,4292.65,0,1,0,1,0,19,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6291.59,4854.63,0,1,0,1,1,13,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5842.36,3636.56,0,1,0,1,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6338.64,4234.32,0,1,0,0,1,3,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7173.11,1912.32,0,1,0,1,1,14,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
191.3,1251.02,0,1,0,1,1,21,5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1051.75,3508.45,0,0,0,1,1,12,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3595.48,4270.32,0,1,0,0,0,17,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1549.45,4337.37,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
754.13,3131.05,0,1,0,0,0,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6410.0,3488.4,1,1,0,1,1,2,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
8153.55,2473.01,0,1,0,1,0,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7526.51,4322.68,1,1,0,1,0,23,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
8170.58,3790.42,0,0,0,1,0,17,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6658.9,1743.48,1,1,0,0,0,12,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
7353.72,2117.75,1,1,0,1,0,19,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2718.52,1607.42,0,1,0,0,1,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
9930.09,3022.9,0,1,0,1,0,22,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1832.47,1808.95,1,1,1,1,0,19,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
2145.72,1635.07,0,1,0,1,0,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2889.93,1641.73,0,0,0,1,0,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
9753.35,2063.49,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9882.9,4236.12,0,1,0,0,0,6,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
7949.14,4753.17,1,1,0,1,0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6290.95,4983.43,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5201.11,1161.12,1,1,1,0,0,6,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9706.24,3275.63,0,1,0,1,0,21,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6956.53,2065.78,0,0,0,1,0,13,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9447.36,4955.64,0,1,0,1,0,6,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3166.19,4937.31,0,1,0,1,0,11,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3338.41,4736.43,0,1,0,0,0,19,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
8547.39,1056.9,0,1,0,1,0,4,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1499.4,1618.09,0,0,0,1,0,18,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9459.33,3209.8,0,0,0,0,1,22,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5075.24,1749.15,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
9264.21,4419.41,0,1,0,0,0,15,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3368.59,3798.95,0,1,0,1,0,13,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7159.87,1736.33,0,0,1,1,1,11,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4829.27,4273.65,0,1,0,1,0,9,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6268.41,2993.1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5044.22,3838.85,0,1,0,1,0,23,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9671.19,1559.31,0,0,0,1,0,22,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
