Amount,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Amount_to_Balance_Ratio,Amount_Percent_of_Balance,Spending_Deviation_Amount,Location_Deviation,Unusual_Hour,High_Amount_Unusual_Hour,Location_Deviation_High_Amount,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
9199.02,4733.07,1,1,0,0,0,18,1,1,0,0,1.9435630573813616,194.35630573813617,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4269.0,4486.75,0,1,0,1,0,15,2,1,0,0,0.9514682119574304,95.14682119574304,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2934.82,4115.52,0,1,0,1,0,8,5,1,0,0,0.7131103724438224,71.31103724438223,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6397.0,4160.76,1,1,0,0,0,17,6,1,0,0,1.5374595025908728,153.7459502590873,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4157.86,4293.85,0,1,0,0,0,2,4,1,0,0,0.968329121883624,96.8329121883624,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5946.39,3970.54,0,0,0,1,0,2,3,1,0,0,1.497627526734399,149.7627526734399,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4200.44,4587.42,0,1,0,1,1,8,2,1,0,0,0.9156432155765112,91.56432155765113,4200.44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1530.8,2400.94,0,1,0,0,0,12,3,1,0,0,0.6375836130848751,63.75836130848751,0.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4694.8,3104.51,0,1,0,1,0,22,3,1,0,0,1.5122515308373945,151.22515308373946,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6909.49,3585.66,0,1,0,1,1,7,1,1,0,0,1.9269785757712667,192.69785757712668,6909.49,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7993.04,1791.18,1,1,0,0,0,22,2,1,0,0,4.462443752163378,446.2443752163378,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4933.77,3013.05,0,0,0,1,0,21,2,1,0,0,1.6374670184696571,163.74670184696572,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1653.21,1496.32,0,1,0,1,0,22,6,1,0,0,1.1048505667236956,110.48505667236957,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4147.46,3446.56,0,1,0,0,0,19,5,1,0,0,1.2033621930272504,120.33621930272504,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7863.15,1390.49,0,1,0,1,0,7,6,1,0,0,5.654948974821825,565.4948974821825,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4129.18,3013.41,0,1,0,1,1,5,5,1,0,0,1.3702682343258967,137.02682343258968,4129.18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6965.61,2846.59,1,0,0,1,0,17,6,1,0,0,2.447001500040399,244.7001500040399,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
5072.63,1447.16,0,1,0,0,0,3,6,1,0,0,3.505230935072832,350.5230935072832,0.0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2412.99,2757.34,0,1,0,0,0,10,1,1,0,0,0.8751151472070907,87.51151472070907,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7961.71,3711.23,0,1,0,1,0,19,3,1,0,0,2.145302231335702,214.53022313357027,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
843.05,3378.86,0,1,0,0,0,20,1,1,0,0,0.2495072302492556,24.95072302492557,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5249.38,2832.19,0,1,0,0,1,1,1,1,0,0,1.8534702827140837,185.34702827140836,5249.38,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2089.7,2459.78,0,1,0,1,0,3,4,1,0,0,0.8495475205099642,84.95475205099642,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
671.59,1229.55,0,1,0,0,1,5,1,1,0,0,0.5462079622626165,54.620796226261646,671.59,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5029.84,4823.59,0,1,0,0,0,10,4,1,0,0,1.0427586092516157,104.27586092516154,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4996.12,2610.83,0,0,0,1,0,15,1,1,0,0,1.9136136784087816,191.3613678408782,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7069.3,2665.91,0,1,0,1,0,22,1,1,0,0,2.65173993120548,265.173993120548,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7447.76,1513.37,0,1,0,0,0,2,1,1,0,0,4.921308074033449,492.1308074033449,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7278.19,3130.67,1,1,0,0,0,16,3,1,0,0,2.3248026780209985,232.48026780209983,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4096.18,4916.88,0,1,0,0,0,0,3,1,0,0,0.8330852085062073,83.30852085062072,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6317.27,2012.1,0,1,0,1,1,6,3,1,0,0,3.1396401769295763,313.9640176929576,6317.27,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5769.88,2253.34,0,1,0,1,0,20,2,1,0,0,2.5605900574258653,256.0590057425865,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4216.2,1944.86,1,1,0,1,1,18,6,1,0,0,2.167868124183746,216.78681241837455,4216.2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5972.53,4466.34,0,1,0,0,0,5,2,1,0,0,1.3372313796083592,133.7231379608359,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
9472.53,2900.84,0,1,0,0,0,13,5,1,0,0,3.2654438024847976,326.54438024847974,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1929.74,4294.09,0,1,0,0,0,10,3,1,0,0,0.4493944002105219,44.93944002105219,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9057.82,4400.35,0,1,1,1,0,18,6,1,0,0,2.058431715658981,205.84317156589816,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
535.5,3996.36,0,1,0,1,0,6,5,1,0,0,0.1339969372128637,13.39969372128637,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3084.58,2044.18,1,1,0,1,0,15,1,1,0,0,1.508957136847049,150.89571368470487,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2882.16,1141.05,0,1,0,1,0,1,1,1,0,0,2.5258840541606413,252.5884054160641,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6264.02,1573.16,0,1,0,0,0,17,2,1,0,0,3.981807317755346,398.1807317755346,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1313.12,3787.8,0,1,1,1,0,3,6,1,0,0,0.3466708907545276,34.667089075452765,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8823.59,3962.2,0,1,0,1,0,17,3,1,0,0,2.2269421028721417,222.69421028721416,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
8285.69,4065.51,0,0,0,1,0,3,6,1,0,0,2.038044427390413,203.80444273904132,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6521.01,1975.88,0,1,0,1,0,8,1,1,0,0,3.3003066987873755,330.0306698787376,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4584.68,1612.14,0,1,0,1,0,3,4,1,0,0,2.843847308546404,284.3847308546404,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
9329.63,4692.25,0,1,0,1,1,14,2,1,0,0,1.988306249667004,198.8306249667004,9329.63,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8307.63,3656.85,0,0,0,1,0,13,3,1,0,0,2.271799499569301,227.1799499569301,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4993.65,3967.85,0,0,0,1,0,13,6,1,0,0,1.2585279181420668,125.85279181420668,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7019.03,1375.62,0,1,0,0,1,21,3,1,0,0,5.102448350561929,510.24483505619287,7019.03,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5669.73,2649.84,1,1,0,1,0,13,3,1,0,0,2.139649941128521,213.96499411285208,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5879.83,1253.23,0,1,0,1,1,7,5,1,0,0,4.691740542438339,469.1740542438339,5879.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3310.43,3631.01,0,0,0,1,0,20,4,1,0,0,0.9117105158068964,91.17105158068964,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4621.38,2957.43,1,1,0,1,0,23,3,1,0,0,1.5626337732423086,156.26337732423085,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
782.14,2805.86,0,1,0,1,0,1,4,1,0,0,0.278752325490224,27.8752325490224,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3574.13,4611.63,1,1,0,1,0,21,1,1,0,0,0.7750253164282477,77.50253164282476,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6958.59,3960.47,0,0,0,1,0,2,4,1,0,0,1.7570111628165346,175.70111628165347,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9532.21,4857.01,0,0,0,1,0,17,3,1,0,0,1.962567505522945,196.2567505522945,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
9630.68,1185.08,0,1,0,1,0,19,1,1,0,0,8.12660748641442,812.660748641442,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5557.67,3462.71,0,1,0,1,1,10,6,1,0,0,1.6050059057789996,160.50059057789997,5557.67,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6066.62,3520.87,0,1,0,1,1,14,6,1,0,0,1.72304572449423,172.304572449423,6066.62,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1858.03,1106.17,1,1,0,1,0,0,2,1,0,0,1.6796966108283535,167.96966108283536,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6953.39,4148.32,0,0,0,1,0,4,6,1,0,0,1.6761942183823817,167.61942183823814,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
707.52,1614.46,0,1,0,1,0,10,2,1,0,0,0.4382394113201937,43.82394113201937,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2847.57,3805.09,0,1,0,1,0,16,5,1,0,0,0.7483581203072727,74.83581203072727,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6683.97,1151.3,0,1,0,1,1,8,1,1,0,0,5.805584990879876,580.5584990879876,6683.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3103.79,3454.75,1,0,0,0,0,11,6,1,0,0,0.8984123308488313,89.84123308488313,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
499.42,3083.12,0,0,0,1,0,22,6,1,0,0,0.1619852616829705,16.19852616829705,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8318.87,2933.11,0,1,0,1,0,15,2,1,0,0,2.8361943466150263,283.6194346615026,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3103.99,2466.66,0,1,0,1,1,10,2,1,0,0,1.2583777253452035,125.83777253452035,3103.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
631.99,2680.95,0,1,0,1,0,15,3,1,0,0,0.2357336018948507,23.573360189485072,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
748.81,2907.58,1,1,0,0,0,9,2,1,0,0,0.2575371958811107,25.753719588111075,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2518.34,2190.76,0,0,0,1,0,2,2,1,0,0,1.1495280176742315,114.95280176742315,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1780.98,4741.16,0,0,0,1,0,14,1,1,0,0,0.3756422478887024,37.56422478887024,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
7743.23,4860.01,0,1,0,1,0,2,3,1,0,0,1.5932539233458365,159.32539233458365,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3217.52,2199.61,0,1,0,1,0,11,2,1,0,0,1.462768399852701,146.2768399852701,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8047.15,4114.77,0,0,0,0,0,2,3,1,0,0,1.9556743147247595,195.567431472476,0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1739.29,4006.48,0,1,1,1,0,7,4,1,0,0,0.4341192268524989,43.41192268524989,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4929.3,4502.33,0,1,0,1,1,15,1,1,0,0,1.0948331197402237,109.48331197402234,4929.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6880.68,1015.38,0,0,0,1,1,15,3,1,0,0,6.776458074809431,677.6458074809432,6880.68,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6520.26,2352.47,1,1,0,1,0,4,6,1,0,0,2.7716655260215863,277.1665526021586,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6011.69,1579.95,0,1,0,1,0,8,1,1,0,0,3.8049874996044175,380.4987499604417,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9248.29,2563.43,0,1,1,1,0,19,6,1,0,0,3.6077794205420086,360.7779420542009,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2286.02,3302.51,0,1,1,1,0,19,1,1,0,0,0.6922068366182085,69.22068366182084,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
4937.7,4635.4,0,1,0,1,0,12,5,1,0,0,1.0652155153816285,106.52155153816284,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8840.04,4358.46,0,1,0,1,0,3,3,1,0,0,2.028248509794744,202.82485097947443,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
779.86,2996.09,0,1,0,0,0,3,5,1,0,0,0.2602925813310014,26.029258133100143,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
559.83,1094.01,0,1,0,1,0,17,5,1,0,0,0.5117229275783586,51.172292757835855,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2333.79,2203.57,0,1,0,0,0,8,6,1,0,0,1.059095014000009,105.9095014000009,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6330.58,1426.44,0,1,0,0,0,14,6,1,0,0,4.438027537085331,443.8027537085331,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2599.54,3602.53,0,1,0,0,1,7,2,1,0,0,0.7215873289049639,72.1587328904964,2599.54,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1903.21,3781.71,0,1,0,1,1,11,6,1,0,0,0.5032670405715933,50.32670405715933,1903.21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4588.56,3595.21,0,1,1,1,0,18,5,1,0,0,1.2762981856414508,127.62981856414508,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6136.37,2098.87,0,1,0,1,0,21,3,1,0,0,2.9236541567605427,292.3654156760543,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2486.33,4678.03,0,1,0,1,1,0,1,1,0,0,0.5314908198536563,53.14908198536563,2486.33,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3007.61,3354.02,1,0,0,0,0,1,3,1,0,0,0.8967179682887998,89.67179682887998,0.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6135.98,3388.99,0,1,0,1,1,8,5,1,0,0,1.810563029103066,181.0563029103066,6135.98,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
9457.44,4262.23,1,0,0,0,0,13,6,1,0,0,2.2188948038937366,221.8894803893737,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6747.74,1276.98,0,1,0,0,0,0,2,1,0,0,5.28413914078529,528.4139140785289,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7829.26,1838.43,1,1,0,1,0,4,6,1,0,0,4.258666362058931,425.8666362058931,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3668.73,3358.33,0,1,0,1,1,6,3,1,0,0,1.0924268907462935,109.24268907462935,3668.73,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2723.27,3441.73,0,1,0,1,0,4,3,1,0,0,0.7912503305023927,79.12503305023927,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4543.22,2867.06,0,1,0,1,0,4,6,1,0,0,1.5846267605142552,158.46267605142552,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8071.52,4119.75,0,0,0,0,0,22,5,1,0,0,1.959225681169974,195.9225681169974,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4563.54,2382.49,0,1,1,1,0,8,6,1,0,0,1.9154498025175344,191.54498025175343,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8467.41,1044.94,0,1,0,0,0,10,3,1,0,0,8.103249947365398,810.3249947365398,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9887.73,2359.84,0,1,0,0,0,0,6,1,0,0,4.1900001695030165,419.0000169503016,0.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
721.19,4863.52,0,1,0,1,0,8,3,1,0,0,0.1482856038424844,14.828560384248446,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
455.06,4116.14,0,1,0,1,0,20,1,1,0,0,0.1105550345712245,11.05550345712245,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1496.75,2273.01,0,1,0,0,0,17,3,1,0,0,0.65848808408234,65.848808408234,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3844.31,1889.8,0,1,0,1,0,2,2,1,0,0,2.0342417187003914,203.42417187003915,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1311.29,4241.07,0,1,0,0,0,16,3,1,0,0,0.309188483095068,30.918848309506803,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8706.77,1799.59,0,1,0,1,0,5,4,1,0,0,4.838196478086676,483.8196478086676,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
232.44,3320.79,0,1,0,1,0,20,6,1,0,0,0.0699953926625893,6.999539266258932,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3158.61,3031.84,0,1,0,1,0,0,5,1,0,0,1.0418128925009236,104.18128925009236,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1847.76,2690.68,0,0,0,1,0,13,3,1,0,0,0.6867260320811096,68.67260320811096,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
9315.46,2703.85,0,0,0,0,0,0,2,1,0,0,3.4452576881113965,344.52576881113964,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6695.14,3809.44,0,1,0,1,0,20,1,1,0,0,1.7575129152841362,175.75129152841362,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9120.39,1411.35,0,1,0,1,0,23,4,1,0,0,6.462174513763418,646.2174513763417,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
9723.31,2580.9,0,1,0,1,0,10,3,1,0,0,3.767410593203921,376.7410593203921,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4971.49,4873.53,0,1,0,1,0,7,1,1,0,0,1.0201004200240893,102.01004200240892,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2343.96,4112.64,0,0,0,0,0,4,2,1,0,0,0.5699404761904762,56.99404761904761,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1938.09,1084.13,0,1,0,0,0,8,5,1,0,0,1.787691513010432,178.7691513010432,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2229.97,2788.23,0,1,0,1,0,7,1,1,0,0,0.7997797886114129,79.97797886114128,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7086.22,1468.78,0,1,0,0,1,2,5,1,0,0,4.824561881289234,482.4561881289234,7086.22,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
405.42,2938.85,0,1,0,1,0,8,1,1,0,0,0.1379519199686952,13.795191996869525,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
514.56,1414.33,0,0,0,1,1,2,1,1,0,0,0.3638189107209774,36.38189107209774,514.56,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6081.82,2556.86,0,1,0,1,0,2,4,1,0,0,2.378628473987625,237.8628473987625,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6420.93,3179.98,0,1,0,1,1,2,3,1,0,0,2.01917307656023,201.917307656023,6420.93,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
6652.96,2469.23,0,1,0,1,0,13,5,1,0,0,2.694346010699692,269.4346010699692,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3719.43,3314.3,0,1,0,1,0,13,3,1,0,0,1.1222369731164952,112.22369731164952,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
8059.64,4940.19,0,1,0,1,0,3,2,1,0,0,1.6314433250542997,163.14433250542996,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5336.71,1983.15,0,1,0,1,0,20,1,1,0,0,2.6910269016463704,269.102690164637,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1055.55,3258.03,1,1,0,1,0,9,5,1,0,0,0.3239841253763777,32.398412537637775,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7971.2,2885.3,0,1,0,1,0,19,4,1,0,0,2.762693654039441,276.2693654039441,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
9530.72,4237.06,0,1,0,1,0,14,3,1,0,0,2.2493710261360467,224.93710261360468,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
601.3,2259.53,0,1,0,0,1,5,4,1,0,0,0.2661172898788685,26.611728987886856,601.3,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3914.12,3552.06,0,0,0,1,0,13,5,1,0,0,1.101929584522784,110.1929584522784,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4875.67,3771.83,0,1,0,0,0,1,3,1,0,0,1.2926536986025352,129.26536986025351,0.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1465.56,4902.64,0,1,0,1,0,14,2,1,0,0,0.2989328198684789,29.893281986847896,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8677.22,1605.06,0,1,0,1,0,1,1,1,0,0,5.406165501601186,540.6165501601185,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2842.21,4993.16,0,1,0,0,0,21,6,1,0,0,0.5692206939092679,56.92206939092679,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
7830.3,3884.84,0,1,0,1,0,5,1,1,0,0,2.015604246249524,201.5604246249524,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6710.27,2825.35,0,0,0,1,0,1,3,1,0,0,2.375022563576194,237.50225635761944,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5980.86,2054.25,1,1,0,1,0,4,3,1,0,0,2.911456736035049,291.1456736035049,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1922.24,3514.81,1,1,0,1,0,7,2,1,0,0,0.5468972718297718,54.68972718297718,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2207.81,1567.17,0,1,0,1,0,7,5,1,0,0,1.408787814978592,140.8787814978592,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
474.44,4787.11,0,1,0,1,1,13,2,1,0,0,0.0991078124379845,9.910781243798452,474.44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2407.88,1737.7,1,0,0,1,0,16,5,1,0,0,1.3856707141623985,138.56707141623986,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3455.09,4097.21,0,1,0,0,0,4,6,1,0,0,0.8432787189331277,84.32787189331276,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8331.62,2380.59,0,0,0,1,0,8,1,1,0,0,3.49981307154949,349.981307154949,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3664.56,1863.38,0,1,0,1,0,15,2,1,0,0,1.9666197984308085,196.66197984308084,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7546.46,4234.66,0,1,0,1,0,4,1,1,0,0,1.7820698710167997,178.20698710167994,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4394.98,4551.35,0,1,0,1,0,7,2,1,0,0,0.9656431608204158,96.5643160820416,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
7848.9,1022.48,0,1,0,1,0,22,3,1,0,0,7.676335967451686,767.6335967451686,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
9762.74,4896.61,0,0,0,1,0,4,3,1,0,0,1.993775285350477,199.37752853504773,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2399.18,2687.68,0,1,0,0,0,9,6,1,0,0,0.8926583521847838,89.26583521847839,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8623.55,1384.31,0,1,0,1,1,12,3,1,0,0,6.229493393820748,622.9493393820749,8623.55,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
6218.62,2812.98,0,1,0,0,1,22,6,1,0,0,2.2106875982054617,221.06875982054615,6218.62,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8173.13,1474.27,0,1,0,0,0,18,1,1,0,0,5.543848820094013,554.3848820094013,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6516.21,2035.13,0,0,0,0,0,19,4,1,0,0,3.2018642543719564,320.1864254371956,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
